จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,คะแนน
ร้อยเอ็ด,5,2,นางสาวรวินดา วรกาญจนบุญ,กล้าธรรม,1014
ร้อยเอ็ด,5,4,นายจิรายุ มณีพันธ์,ประชาธิปัตย์,785
ร้อยเอ็ด,5,7,นายเผด็จ สลักศิลป์,รวมไทยสร้างชาติ,766
ร้อยเอ็ด,5,7,นางสาวสุนิดสา เวฎสุวัณ,พลังประชารัฐ,469
ร้อยเอ็ด,6,4,นายทองลี มีหินกอง,เพื่อไทย,33696
ร้อยเอ็ด,6,2,นายกิตติ สมทรัพย์,ภูมิใจไทย,20825
ร้อยเอ็ด,6,1,นางสาววรานันท์ พิมพ์ดี,ประชาชน,11282
ร้อยเอ็ด,6,6,นายคารม พลพรกลาง,พลังประชารัฐ,5862
ร้อยเอ็ด,6,5,นายประทีป โสดา,ไทยสร้างไทย,3129
ร้อยเอ็ด,6,7,นายกันตภณ โชคกลางเดือน,รวมไทยสร้างชาติ,752
ร้อยเอ็ด,6,8,นายพิชัย น้ำกระจาย,กล้าธรรม,620
ร้อยเอ็ด,6,3,นายสมบัติ ขันโมลี,ประชาธิปัตย์,388
ร้อยเอ็ด,7,4,นายชัชวาล แพทยาไทย,ไทยสร้างไทย,44414
ร้อยเอ็ด,7,3,นางนวรัตน์ พาโคกทม,เพื่อไทย,29794
ร้อยเอ็ด,7,1,นายฐาปนา กาสิงห์,ประชาชน,6138
ร้อยเอ็ด,7,6,นายสีดา บุตรนาแพง,เศรษฐกิจ,408
ร้อยเอ็ด,7,2,นายสุชาติ บุรีรัตน์,ประชาธิปัตย์,355
ร้อยเอ็ด,7,5,นายจิระณัฏฐ์ ไชยวารี,รวมไทยสร้างชาติ,205
ร้อยเอ็ด,8,6,นางสาวชญาภา สินธุไพร,เพื่อไทย,26860
ร้อยเอ็ด,8,8,นายธนชัย สินธุไพร,ภูมิใจไทย,25106
ร้อยเอ็ด,8,1,นายนราเอก คำสนาม,ไทยสร้างไทย,20056
ร้อยเอ็ด,8,9,นายพัฒนา พระไชยบุญ,ประชาชน,11351
ร้อยเอ็ด,8,4,พันเอกสุพล พละสุ,เศรษฐกิจ,689
ร้อยเอ็ด,8,2,นายฐิติพงศ์ พันธุ์พาณิชย์,รวมไทยสร้างชาติ,379
ร้อยเอ็ด,8,3,นางสาวอรุณทิพย์ สุวรรณนันท์,พลังประชารัฐ,290
ร้อยเอ็ด,8,7,นางสาวสุดาวรรณ์ ดาวเรือง,ประชาธิปัตย์,264
ร้อยเอ็ด,8,5,นายพัฒนพงศ์ แก้วแสงใส,พลวัต,253
ร้อยเอ็ด,8,10,นายศักดิ์ชัย ราชาวงค์,เสรีรวมไทย,185
ระนอง,1,4,นายคงกฤษ ฉัตรมาลีรัตน์,ภูมิใจไทย,59363
ระนอง,1,1,นายสมพงษ์ สีหามาตร,ประชาชน,14434
ระนอง,1,2,นายวิรัช ร่มเย็น,ประชาธิปัตย์,7436
ระนอง,1,3,นายพิทยา แท่นแก้ว,เพื่อไทย,1573
ระนอง,1,5,นายวรวุฒิ ขนอม,กล้าธรรม,913
ระยอง,1,1,นางสาวกมนทรรศน์ กิตติสุนทรสกุล,ประชาชน,36934
ระยอง,1,5,นายกฤษฎา เอกกำลังกุล,ภูมิใจไทย,27277
ระยอง,1,4,นายไพศาล เรืองฤทธิ์,ประชาธิปัตย์,15357
ระยอง,1,3,นายรัฐชานนท์ คาดหมายดี,เพื่อไทย,2917
ระยอง,1,6,นายฉัตรชัย เล็กบุญแถม,รวมไทยสร้างชาติ,1093
ระยอง,1,2,นางสาวรฎาศิริ ศิริคช,พลังประชารัฐ,664
ระยอง,1,7,นางสาวพฤกษา พฤกษานิตย์,ไทยสร้างไทย,428
ระยอง,1,8,นายพรทวี พูลกลาง,ไทยก้าวใหม่,421
ระยอง,2,A,นายกฤช ศิลปชัย,ประชาชน,33687
ระยอง,2,3,นายวีรยุทธ อนุจิตรอนันต์,ประชาธิปัตย์,26878
ระยอง,2,2,นายภีมเดช อมรสุคนธ์,เพื่อไทย,4268
ระยอง,2,4,นางสาวจิดาภา เจริญผล,ไทยสร้างไทย,1981
ระยอง,2,5,ร้อยตำรวจตรีเรืองชัย สมบัติภูธร,ไทยก้าวใหม่,1737
ระยอง,3,5,นายพศิน ปิตุเตชะ,ประชาธิปัตย์,26873
ระยอง,3,6,นายพงศธร ศรเพชรนรินทร์,ประชาชน,24801
ระยอง,3,3,นายบัญญัติ เจตนจันทร์,รวมไทยสร้างชาติ,15572
ระยอง,3,1,นายชัยณรงค์ สันทัสนะโชค,เพื่อไทย,5580
ระยอง,3,2,นางสาวณัชชารีย์ จิตรดล,ภูมิใจไทย,2454
ระยอง,3,4,นายภิญโญ รัศมีประเสริฐสุข,ไทยสร้างไทย,788
ระยอง,3,7,นายสหภูมิ เอกวรพงศ์,ไทยก้าวใหม่,395
ระยอง,4,2,นายฉัตรชัย ปิตุเตชะ,ภูมิใจไทย,46134
ระยอง,4,,นายชุติพงศ์ พิภพภิญโญ,ประชาชน,32496
ระยอง,4,3,นายศราวุธ หลำเจริญ,ประชาธิปัตย์,3744
ระยอง,4,,นายพิเชษฐ์ โพธิสาร,เพื่อไทย,3433
ระยอง,4,5,นายพิชิต วงศา,รวมไทยสร้างชาติ,1036
ระยอง,4,6,นางสาวสันต์นิสา รัตนโกเศศ,ไทยก้าวใหม่,366
ระยอง,4,7,นายธนพงศ์พันธ์ ปิดกันภัย,กล้าธรรม,317
ระยอง,5,2,นายวัชรพงษ์ ศิริรักษ์,ประชาชน,37569
ระยอง,5,5,นายสมพงษ์ โสภณ,ภูมิใจไทย,29469
ระยอง,5,3,นายมานิฏฐ์ เล็กโล่ง,ประชาธิปัตย์,6244
ระยอง,5,4,นายธนชัย วสุอนันต์กุล,เพื่อไทย,5120
ระยอง,5,1,ว่าที่เรืออากาศตรีสุรยุทธ์ มาลากุล,รวมไทยสร้างชาติ,1672
ระยอง,5,6,นางสาวชนากาณ เหลืองประเสริฐ,ไทยสร้างไทย,1215
ราชบุรี,1,1,นางสาวกุลวลี นพอมรบดี,ภูมิใจไทย,56407
ราชบุรี,1,2,นายนรพนธ์ พลายสีนิล,ประชาชน,28931
